Row_ID,Customer_ID,Customer_Name,Segment
15219,TB-21400,Tom Boeckenhauer,Consumer
39606,GW-14605,Giulietta Weimer,Consumer
44501,BS-1800,Bryan Spruell,Home Office
15220,TB-21400,Tom Boeckenhauer,Consumer
39247,SC-20380,Shahid Collister,Consumer
39246,SC-20380,Shahid Collister,Consumer
48594,RD-9900,Ruben Dartt,Consumer
44227,TP-11415,Tom Prescott,Consumer
12530,EL-13735,Ed Ludwig,Home Office
21919,KH-16360,Katherine Hughes,Consumer
30177,LH-17155,Logan Haushalter,Consumer
48598,RD-9900,Ruben Dartt,Consumer
13133,TS-21370,Todd Sumrall,Corporate
12529,EL-13735,Ed Ludwig,Home Office
12531,EL-13735,Ed Ludwig,Home Office
44225,TP-11415,Tom Prescott,Consumer
44226,TP-11415,Tom Prescott,Consumer
48592,RD-9900,Ruben Dartt,Consumer
39244,SC-20380,Shahid Collister,Consumer
37845,VF-21715,Vicky Freymann,Home Office
44500,BS-1800,Bryan Spruell,Home Office
48590,RD-9900,Ruben Dartt,Consumer
21918,KH-16360,Katherine Hughes,Consumer
22736,BD-11620,Brian DeCherney,Consumer
15299,JF-15490,Jeremy Farry,Consumer
48596,RD-9900,Ruben Dartt,Consumer
50129,EH-3765,Edward Hooks,Corporate
37010,HR-14770,Hallie Redmond,Home Office
15978,AS-10045,Aaron Smayling,Corporate
11954,BP-11230,Benjamin Patterson,Consumer
22377,RP-19270,Rachel Payne,Corporate
11956,BP-11230,Benjamin Patterson,Consumer
592,JB-15400,Jennifer Braxton,Corporate
22029,PA-19060,Pete Armstrong,Home Office
3683,VP-21760,Victoria Pisteka,Corporate
11955,BP-11230,Benjamin Patterson,Consumer
594,JB-15400,Jennifer Braxton,Corporate
2464,LS-17245,Lynn Smith,Consumer
596,JB-15400,Jennifer Braxton,Corporate
591,JB-15400,Jennifer Braxton,Corporate
593,JB-15400,Jennifer Braxton,Corporate
595,JB-15400,Jennifer Braxton,Corporate
22376,RP-19270,Rachel Payne,Corporate
32669,KM-16720,Kunst Miller,Consumer
22028,PA-19060,Pete Armstrong,Home Office
2465,LS-17245,Lynn Smith,Consumer
39250,KH-16330,Katharine Harms,Corporate
3684,VP-21760,Victoria Pisteka,Corporate
2463,LS-17245,Lynn Smith,Consumer
32670,KM-16720,Kunst Miller,Consumer
39251,KH-16330,Katharine Harms,Corporate
22375,RP-19270,Rachel Payne,Corporate
590,JB-15400,Jennifer Braxton,Corporate
21617,AB-10060,Adam Bellavance,Home Office
15780,MH-17620,Matt Hagelstein,Corporate
31544,DW-13480,Dianna Wilson,Home Office
33498,LT-17110,Liz Thompson,Consumer
31541,DW-13480,Dianna Wilson,Home Office
16113,MC-18130,Mike Caudle,Corporate
5434,YS-21880,Yana Sorensen,Corporate
16114,MC-18130,Mike Caudle,Corporate
8431,MM-18280,Muhammed MacIntyre,Corporate
16115,MC-18130,Mike Caudle,Corporate
8767,NZ-18565,Nick Zandusky,Home Office
8136,PA-19060,Pete Armstrong,Home Office
13637,MF-18250,Monica Federle,Corporate
47598,WB-11850,William Brown,Consumer
16342,LT-17110,Liz Thompson,Consumer
2730,CB-12535,Claudia Bergmann,Corporate
31604,CR-12625,Corey Roper,Home Office
10326,DB-13270,Deborah Brumfield,Home Office
40446,QJ-19255,Quincy Jones,Corporate
30911,EB-13930,Eric Barreto,Consumer
16343,LT-17110,Liz Thompson,Consumer
31542,DW-13480,Dianna Wilson,Home Office
50987,AA-375,Allen Armold,Consumer
50989,AA-375,Allen Armold,Consumer
40447,QJ-19255,Quincy Jones,Corporate
21618,AB-10060,Adam Bellavance,Home Office
31543,DW-13480,Dianna Wilson,Home Office
21192,MC-17425,Mark Cousins,Corporate
47600,WB-11850,William Brown,Consumer
47599,WB-11850,William Brown,Consumer
47597,WB-11850,William Brown,Consumer
15778,MH-17620,Matt Hagelstein,Corporate
33497,LT-17110,Liz Thompson,Consumer
31545,DW-13480,Dianna Wilson,Home Office
15779,MH-17620,Matt Hagelstein,Corporate
18055,AJ-10795,Anthony Johnson,Corporate
44800,AJ-945,Ashley Jarboe,Consumer
31603,CR-12625,Corey Roper,Home Office
44799,AJ-945,Ashley Jarboe,Consumer
50988,AA-375,Allen Armold,Consumer
25451,MP-18175,Mike Pelletier,Home Office
32615,LW-16825,Laurel Workman,Corporate
25452,MP-18175,Mike Pelletier,Home Office
2107,FW-14395,Fred Wasserman,Corporate
2109,FW-14395,Fred Wasserman,Corporate
2108,FW-14395,Fred Wasserman,Corporate
12319,JH-16180,Justin Hirsh,Consumer
50374,SP-10860,Sung Pak,Corporate
32012,Dl-13600,Dorris liebe,Corporate
50375,SP-10860,Sung Pak,Corporate
32616,LW-16825,Laurel Workman,Corporate
22530,MT-17815,Meg Tillman,Consumer
22532,MT-17815,Meg Tillman,Consumer
44795,JF-5190,Jamie Frazer,Consumer
42196,CS-2460,Chuck Sachs,Consumer
19481,CT-11995,Carol Triggs,Consumer
19084,RD-19810,Ross DeVincentis,Home Office
49401,JL-5850,John Lucas,Consumer
44045,HG-4845,Harry Greene,Consumer
49398,JL-5850,John Lucas,Consumer
19087,RD-19810,Ross DeVincentis,Home Office
41775,DV-3045,Darrin Van Huff,Corporate
19086,RD-19810,Ross DeVincentis,Home Office
22531,MT-17815,Meg Tillman,Consumer
27409,JF-15565,Jill Fjeld,Consumer
48465,LC-6870,Lena Cacioppo,Consumer
19085,RD-19810,Ross DeVincentis,Home Office
51033,JL-5835,John Lee,Consumer
41772,DV-3045,Darrin Van Huff,Corporate
49400,JL-5850,John Lucas,Consumer
27408,JF-15565,Jill Fjeld,Consumer
33137,BF-10975,Barbara Fisher,Corporate
33136,BF-10975,Barbara Fisher,Corporate
44792,JF-5190,Jamie Frazer,Consumer
33135,BF-10975,Barbara Fisher,Corporate
46418,FH-4365,Fred Hopkins,Corporate
33469,IL-15100,Ivan Liston,Consumer
49399,JL-5850,John Lucas,Consumer
41773,DV-3045,Darrin Van Huff,Corporate
27410,JF-15565,Jill Fjeld,Consumer
46170,KB-6600,Ken Brennan,Corporate
41774,DV-3045,Darrin Van Huff,Corporate
48466,LC-6870,Lena Cacioppo,Consumer
42197,CS-2460,Chuck Sachs,Consumer
41694,DH-3075,Dave Hallsten,Corporate
33134,BF-10975,Barbara Fisher,Corporate
50866,AG-525,Andy Gerbode,Corporate
44794,JF-5190,Jamie Frazer,Consumer
33707,AS-10630,Ann Steele,Home Office
44793,JF-5190,Jamie Frazer,Consumer
41776,DV-3045,Darrin Van Huff,Corporate
27369,MN-17935,Michael Nguyen,Consumer
18577,EM-13960,Eric Murdock,Consumer
27371,MN-17935,Michael Nguyen,Consumer
27372,MN-17935,Michael Nguyen,Consumer
3788,TB-21055,Ted Butterfield,Consumer
27370,MN-17935,Michael Nguyen,Consumer
14029,FH-14365,Fred Hopkins,Corporate
39539,LH-16900,Lena Hernandez,Consumer
46208,JS-5595,Jill Stevenson,Corporate
5460,LB-16795,Laurel Beltran,Home Office
5461,LB-16795,Laurel Beltran,Home Office
30441,DL-12865,Dan Lawera,Consumer
9045,ES-14080,Erin Smith,Corporate
8048,GP-14740,Guy Phonely,Corporate
34491,JL-15130,Jack Lebron,Consumer
11098,PN-18775,Parhena Norris,Home Office
8047,GP-14740,Guy Phonely,Corporate
24068,BO-11425,Bobby Odegard,Consumer
11099,PN-18775,Parhena Norris,Home Office
12375,DB-12910,Daniel Byrd,Home Office
45708,JL-5130,Jack Lebron,Consumer
39538,LH-16900,Lena Hernandez,Consumer
32458,LT-16765,Larry Tron,Consumer
9046,ES-14080,Erin Smith,Corporate
16360,CC-12610,Corey Catlett,Corporate
46827,SW-10755,Steven Ward,Corporate
34490,JL-15130,Jack Lebron,Consumer
42692,AC-615,Ann Chong,Corporate
6860,EH-14185,Evan Henry,Consumer
49960,GH-4665,Greg Hansen,Consumer
43388,AF-870,Art Ferguson,Consumer
42691,AC-615,Ann Chong,Corporate
8419,EB-13750,Edward Becker,Corporate
6861,EH-14185,Evan Henry,Consumer
42690,AC-615,Ann Chong,Corporate
43389,AF-870,Art Ferguson,Consumer
40002,NF-18475,Neil Französisch,Home Office
32103,RA-19915,Russell Applegate,Consumer
23849,MV-17485,Mark Van Huff,Consumer
14794,DF-13135,David Flashing,Consumer
48319,HR-4770,Hallie Redmond,Home Office
21077,MK-18160,Mike Kennedy,Consumer
50931,LC-7140,Logan Currie,Consumer
48321,HR-4770,Hallie Redmond,Home Office
17719,JG-15115,Jack Garza,Consumer
35365,KH-16630,Ken Heidel,Corporate
34128,ND-18370,Natalie DeCherney,Consumer
3035,JG-15805,John Grady,Corporate
21079,MK-18160,Mike Kennedy,Consumer
17718,JG-15115,Jack Garza,Consumer
20238,RB-19330,Randy Bradley,Consumer
21080,MK-18160,Mike Kennedy,Consumer
21078,MK-18160,Mike Kennedy,Consumer
8447,TT-21460,Tonja Turnell,Home Office
43893,CM-1815,Candace McMahon,Corporate
17720,JG-15115,Jack Garza,Consumer
21082,MK-18160,Mike Kennedy,Consumer
38855,DL-12925,Daniel Lacy,Consumer
21076,MK-18160,Mike Kennedy,Consumer
50930,LC-7140,Logan Currie,Consumer
28954,BD-11635,Brian Derr,Consumer
17722,JG-15115,Jack Garza,Consumer
17066,KD-16270,Karen Daniels,Consumer
28953,BD-11635,Brian Derr,Consumer
50932,LC-7140,Logan Currie,Consumer
21084,MK-18160,Mike Kennedy,Consumer
23848,MV-17485,Mark Van Huff,Consumer
17721,JG-15115,Jack Garza,Consumer
17065,KD-16270,Karen Daniels,Consumer
21075,MK-18160,Mike Kennedy,Consumer
14261,AA-10480,Andrew Allen,Consumer
17064,KD-16270,Karen Daniels,Consumer
39685,DG-13300,Deirdre Greer,Corporate
17067,KD-16270,Karen Daniels,Consumer
48085,CD-2790,Cynthia Delaney,Home Office
36124,JO-15145,Jack O'Briant,Corporate
6937,ML-17410,Maris LaWare,Consumer
41165,EA-14035,Erin Ashbrook,Corporate
23847,MV-17485,Mark Van Huff,Consumer
3034,JG-15805,John Grady,Corporate
20239,RB-19330,Randy Bradley,Consumer
49416,AH-75,Adam Hart,Corporate
21083,MK-18160,Mike Kennedy,Consumer
20236,RB-19330,Randy Bradley,Consumer
20237,RB-19330,Randy Bradley,Consumer
46411,FC-4245,Frank Carlisle,Home Office
8446,TT-21460,Tonja Turnell,Home Office
35364,KH-16630,Ken Heidel,Corporate
34129,ND-18370,Natalie DeCherney,Consumer
48083,CD-2790,Cynthia Delaney,Home Office
21081,MK-18160,Mike Kennedy,Consumer
45070,SJ-10215,Sarah Jordon,Consumer
48320,HR-4770,Hallie Redmond,Home Office
38856,DL-12925,Daniel Lacy,Consumer
8445,TT-21460,Tonja Turnell,Home Office
37192,PL-18925,Paul Lucas,Home Office
6913,TB-21055,Ted Butterfield,Consumer
32102,RA-19915,Russell Applegate,Consumer
44459,EM-3825,Elizabeth Moffitt,Corporate
44461,EM-3825,Elizabeth Moffitt,Corporate
38857,DL-12925,Daniel Lacy,Consumer
35455,SM-20950,Suzanne McNair,Corporate
44460,EM-3825,Elizabeth Moffitt,Corporate
41167,EA-14035,Erin Ashbrook,Corporate
1416,JD-15790,John Dryer,Consumer
48082,CD-2790,Cynthia Delaney,Home Office
48086,CD-2790,Cynthia Delaney,Home Office
35363,KH-16630,Ken Heidel,Corporate
37193,PL-18925,Paul Lucas,Home Office
36125,JO-15145,Jack O'Briant,Corporate
48084,CD-2790,Cynthia Delaney,Home Office
35362,KH-16630,Ken Heidel,Corporate
41166,EA-14035,Erin Ashbrook,Corporate
33088,RP-19390,Resi Pölking,Consumer
15743,MG-17875,Michael Grace,Home Office
35791,JK-15730,Joe Kamberova,Consumer
36201,MC-17605,Matt Connell,Corporate
31061,YC-21895,Yoseph Carroll,Corporate
17043,SL-20155,Sara Luxemburg,Home Office
11244,LO-17170,Lori Olson,Corporate
39300,AA-10645,Anna Andreadi,Consumer
35788,JK-15730,Joe Kamberova,Consumer
28276,AH-10585,Angele Hood,Consumer
2097,CV-12295,Christina VanderZanden,Consumer
13115,SC-20725,Steven Cartwright,Consumer
17044,SL-20155,Sara Luxemburg,Home Office
26195,KT-16465,Kean Takahito,Consumer
15647,NF-18475,Neil Französisch,Home Office
22193,CB-12415,Christy Brittain,Consumer
2095,CV-12295,Christina VanderZanden,Consumer
6564,AR-10510,Andrew Roberts,Consumer
22194,CB-12415,Christy Brittain,Consumer
33089,RP-19390,Resi Pölking,Consumer
49690,BT-1530,Bradley Talbott,Home Office
9799,KA-16525,Kelly Andreada,Consumer
22192,CB-12415,Christy Brittain,Consumer
9798,KA-16525,Kelly Andreada,Consumer
9802,KA-16525,Kelly Andreada,Consumer
17882,JM-16195,Justin MacKendrick,Consumer
39301,AA-10645,Anna Andreadi,Consumer
33372,TR-21325,Toby Ritter,Consumer
34495,TB-21280,Toby Braunhardt,Consumer
666,CM-11830,Cari MacIntyre,Corporate
26196,KT-16465,Kean Takahito,Consumer
4611,BM-11140,Becky Martin,Consumer
41701,FG-4260,Frank Gastineau,Home Office
22195,CB-12415,Christy Brittain,Consumer
4610,BM-11140,Becky Martin,Consumer
9800,KA-16525,Kelly Andreada,Consumer
35790,JK-15730,Joe Kamberova,Consumer
2096,CV-12295,Christina VanderZanden,Consumer
26197,KT-16465,Kean Takahito,Consumer
49689,BT-1530,Bradley Talbott,Home Office
39302,AA-10645,Anna Andreadi,Consumer
13116,SC-20725,Steven Cartwright,Consumer
35789,JK-15730,Joe Kamberova,Consumer
41702,FG-4260,Frank Gastineau,Home Office
9801,KA-16525,Kelly Andreada,Consumer
49550,MM-7260,Magdelene Morse,Consumer
21664,ES-14080,Erin Smith,Corporate
10716,KH-16630,Ken Heidel,Corporate
16552,EH-14185,Evan Henry,Consumer
21663,ES-14080,Erin Smith,Corporate
14641,EB-13705,Ed Braxton,Corporate
13511,EB-13840,Ellis Ballard,Corporate
21665,ES-14080,Erin Smith,Corporate
31837,BD-11500,Bradley Drucker,Consumer
11249,KL-16645,Ken Lonsdale,Consumer
17341,JM-15580,Jill Matthias,Consumer
20564,GD-14590,Giulietta Dortch,Corporate
13510,EB-13840,Ellis Ballard,Corporate
21666,ES-14080,Erin Smith,Corporate
11248,KL-16645,Ken Lonsdale,Consumer
10717,KH-16630,Ken Heidel,Corporate
20566,GD-14590,Giulietta Dortch,Corporate
16555,EH-14185,Evan Henry,Consumer
16554,EH-14185,Evan Henry,Consumer
16553,EH-14185,Evan Henry,Consumer
12286,LO-17170,Lori Olson,Corporate
11250,KL-16645,Ken Lonsdale,Consumer
11251,KL-16645,Ken Lonsdale,Consumer
14640,EB-13705,Ed Braxton,Corporate
21662,ES-14080,Erin Smith,Corporate
10718,KH-16630,Ken Heidel,Corporate
20565,GD-14590,Giulietta Dortch,Corporate
27225,DN-13690,Duane Noonan,Consumer
28740,CC-12430,Chuck Clark,Home Office
28739,CC-12430,Chuck Clark,Home Office
26294,MZ-17515,Mary Zewe,Corporate
22083,GD-14590,Giulietta Dortch,Corporate
26293,MZ-17515,Mary Zewe,Corporate
41378,NW-8400,Natalie Webber,Consumer
41243,NH-18610,Nicole Hansen,Corporate
28738,CC-12430,Chuck Clark,Home Office
8649,FH-14275,Frank Hawley,Corporate
37355,KN-16705,Kristina Nunn,Home Office
28741,CC-12430,Chuck Clark,Home Office
37354,KN-16705,Kristina Nunn,Home Office
41242,NH-18610,Nicole Hansen,Corporate
54,DW-13480,Dianna Wilson,Home Office
36980,RD-19585,Rob Dowd,Consumer
23445,HL-15040,Hunter Lopez,Consumer
28976,EB-13870,Emily Burns,Consumer
10048,DW-13480,Dianna Wilson,Home Office
25253,TM-21490,Tony Molinari,Consumer
23447,HL-15040,Hunter Lopez,Consumer
10046,DW-13480,Dianna Wilson,Home Office
36981,RD-19585,Rob Dowd,Consumer
40216,AH-10690,Anna Häberlin,Corporate
52,DW-13480,Dianna Wilson,Home Office
10047,DW-13480,Dianna Wilson,Home Office
45117,CS-2355,Christine Sundaresam,Consumer
23446,HL-15040,Hunter Lopez,Consumer
23444,HL-15040,Hunter Lopez,Consumer
53,DW-13480,Dianna Wilson,Home Office
10049,DW-13480,Dianna Wilson,Home Office
45116,CS-2355,Christine Sundaresam,Consumer
27414,PC-18745,Pamela Coakley,Corporate
55,DW-13480,Dianna Wilson,Home Office
40124,SC-20020,Sam Craven,Consumer
36979,RD-19585,Rob Dowd,Consumer
45118,CS-2355,Christine Sundaresam,Consumer
40123,SC-20020,Sam Craven,Consumer
21586,JK-15325,Jason Klamczynski,Corporate
21580,JK-15325,Jason Klamczynski,Corporate
38333,CS-11860,Cari Schnelling,Consumer
11631,BD-11320,Bill Donatelli,Consumer
21585,JK-15325,Jason Klamczynski,Corporate
42502,RB-9435,Richard Bierner,Consumer
22101,RD-19720,Roger Demir,Consumer
21582,JK-15325,Jason Klamczynski,Corporate
42504,RB-9435,Richard Bierner,Consumer
21583,JK-15325,Jason Klamczynski,Corporate
20538,RH-19495,Rick Hansen,Consumer
42503,RB-9435,Richard Bierner,Consumer
21584,JK-15325,Jason Klamczynski,Corporate
24140,VD-21670,Valerie Dominguez,Consumer
21581,JK-15325,Jason Klamczynski,Corporate
45716,RH-9510,Rick Huthwaite,Home Office
18998,JF-15355,Jay Fein,Consumer
46475,GA-4515,George Ashbrook,Consumer
37121,AR-10510,Andrew Roberts,Consumer
42501,RB-9435,Richard Bierner,Consumer
46476,GA-4515,George Ashbrook,Consumer
24138,VD-21670,Valerie Dominguez,Consumer
24487,PL-18925,Paul Lucas,Home Office
24139,VD-21670,Valerie Dominguez,Consumer
11844,TS-21370,Todd Sumrall,Corporate
17062,BV-11245,Benjamin Venier,Corporate
24285,KH-16360,Katherine Hughes,Consumer
1492,CJ-12010,Caroline Jumper,Consumer
27428,JG-15805,John Grady,Corporate
35186,SV-20785,Stewart Visinsky,Consumer
12317,JL-15130,Jack Lebron,Consumer
1494,CJ-12010,Caroline Jumper,Consumer
28795,RB-19465,Rick Bensley,Home Office
21032,BS-11755,Bruce Stewart,Consumer
21031,BS-11755,Bruce Stewart,Consumer
3835,BK-11260,Berenike Kampe,Consumer
35185,SV-20785,Stewart Visinsky,Consumer
20092,SW-20755,Steven Ward,Corporate
20094,SW-20755,Steven Ward,Corporate
24482,DW-13585,Dorothy Wardle,Corporate
1491,CJ-12010,Caroline Jumper,Consumer
16695,RH-19600,Rob Haberlin,Consumer
44664,NW-8400,Natalie Webber,Consumer
23641,AT-10435,Alyssa Tate,Home Office
20096,SW-20755,Steven Ward,Corporate
20097,SW-20755,Steven Ward,Corporate
12318,JL-15130,Jack Lebron,Consumer
27429,JG-15805,John Grady,Corporate
20093,SW-20755,Steven Ward,Corporate
20095,SW-20755,Steven Ward,Corporate
1495,CJ-12010,Caroline Jumper,Consumer
27430,JG-15805,John Grady,Corporate
32015,CK-12325,Christine Kargatis,Home Office
17063,BV-11245,Benjamin Venier,Corporate
32016,CK-12325,Christine Kargatis,Home Office
27432,JG-15805,John Grady,Corporate
48285,BM-1140,Becky Martin,Consumer
44667,NW-8400,Natalie Webber,Consumer
23642,AT-10435,Alyssa Tate,Home Office
44663,NW-8400,Natalie Webber,Consumer
23640,AT-10435,Alyssa Tate,Home Office
27431,JG-15805,John Grady,Corporate
1493,CJ-12010,Caroline Jumper,Consumer
1496,CJ-12010,Caroline Jumper,Consumer
35184,SV-20785,Stewart Visinsky,Consumer
44666,NW-8400,Natalie Webber,Consumer
23639,AT-10435,Alyssa Tate,Home Office
44665,NW-8400,Natalie Webber,Consumer
31149,LH-17155,Logan Haushalter,Consumer
34029,EH-13945,Eric Hoffmann,Consumer
19233,TD-20995,Tamara Dahlen,Consumer
1909,SN-20710,Steve Nguyen,Home Office
1908,SN-20710,Steve Nguyen,Home Office
31150,LH-17155,Logan Haushalter,Consumer
34030,EH-13945,Eric Hoffmann,Consumer
37471,NZ-18565,Nick Zandusky,Home Office
42921,BP-1230,Benjamin Patterson,Consumer
20703,VG-21805,Vivek Grady,Corporate
42918,BP-1230,Benjamin Patterson,Consumer
5947,EM-13960,Eric Murdock,Consumer
42912,BP-1230,Benjamin Patterson,Consumer
50861,CC-2670,Craig Carreira,Consumer
26112,RH-19495,Rick Hansen,Consumer
50860,CC-2670,Craig Carreira,Consumer
42915,BP-1230,Benjamin Patterson,Consumer
50859,CC-2670,Craig Carreira,Consumer
3490,RB-19465,Rick Bensley,Home Office
50862,CC-2670,Craig Carreira,Consumer
30052,VF-21715,Vicky Freymann,Home Office
20702,VG-21805,Vivek Grady,Corporate
5951,EM-13960,Eric Murdock,Consumer
31227,JF-15490,Jeremy Farry,Consumer
42917,BP-1230,Benjamin Patterson,Consumer
5950,EM-13960,Eric Murdock,Consumer
42913,BP-1230,Benjamin Patterson,Consumer
460,JS-15940,Joni Sundaresam,Home Office
30051,VF-21715,Vicky Freymann,Home Office
42914,BP-1230,Benjamin Patterson,Consumer
5948,EM-13960,Eric Murdock,Consumer
30769,QJ-19255,Quincy Jones,Corporate
37469,NZ-18565,Nick Zandusky,Home Office
15331,NL-18310,Nancy Lomonaco,Home Office
5949,EM-13960,Eric Murdock,Consumer
42916,BP-1230,Benjamin Patterson,Consumer
37470,NZ-18565,Nick Zandusky,Home Office
42919,BP-1230,Benjamin Patterson,Consumer
41901,RH-9510,Rick Huthwaite,Home Office
42920,BP-1230,Benjamin Patterson,Consumer
42837,AG-675,Anna Gayman,Consumer
20958,BM-11575,Brendan Murry,Corporate
40330,SC-20095,Sanjit Chand,Consumer
17763,JJ-15445,Jennifer Jackson,Consumer
20323,GA-14515,George Ashbrook,Consumer
20322,GA-14515,George Ashbrook,Consumer
22541,SB-20170,Sarah Bern,Consumer
40436,BM-11785,Bryan Mills,Consumer
38585,AG-10525,Andy Gerbode,Corporate
7718,JP-15520,Jeremy Pistek,Consumer
19117,CM-11830,Cari MacIntyre,Corporate
46001,EH-4125,Eugene Hildebrand,Home Office
23501,WB-21850,William Brown,Consumer
22871,AF-10870,Art Ferguson,Consumer
22870,AF-10870,Art Ferguson,Consumer
19116,CM-11830,Cari MacIntyre,Corporate
4941,LT-16765,Larry Tron,Consumer
20957,BM-11575,Brendan Murry,Corporate
4939,LT-16765,Larry Tron,Consumer
22539,SB-20170,Sarah Bern,Consumer
30180,TH-21100,Thea Hendricks,Consumer
36226,KD-16345,Katherine Ducich,Consumer
36325,CV-12295,Christina VanderZanden,Consumer
22540,SB-20170,Sarah Bern,Consumer
28772,SC-20770,Stewart Carmichael,Corporate
15281,TS-21655,Trudy Schmidt,Consumer
34222,JM-16195,Justin MacKendrick,Consumer
50569,PN-8775,Parhena Norris,Home Office
49883,SO-10335,Sean O'Donnell,Consumer
19118,CM-11830,Cari MacIntyre,Corporate
7716,JP-15520,Jeremy Pistek,Consumer
49885,SO-10335,Sean O'Donnell,Consumer
22542,SB-20170,Sarah Bern,Consumer
50568,PN-8775,Parhena Norris,Home Office
27787,RB-19435,Richard Bierner,Consumer
45999,EH-4125,Eugene Hildebrand,Home Office
50969,AA-375,Allen Armold,Consumer
49884,SO-10335,Sean O'Donnell,Consumer
27786,RB-19435,Richard Bierner,Consumer
46002,EH-4125,Eugene Hildebrand,Home Office
23502,WB-21850,William Brown,Consumer
20956,BM-11575,Brendan Murry,Corporate
7717,JP-15520,Jeremy Pistek,Consumer
4940,LT-16765,Larry Tron,Consumer
36227,KD-16345,Katherine Ducich,Consumer
15282,TS-21655,Trudy Schmidt,Consumer
23500,WB-21850,William Brown,Consumer
35700,CL-12565,Clay Ludtke,Consumer
34221,JM-16195,Justin MacKendrick,Consumer
15280,TS-21655,Trudy Schmidt,Consumer
22872,AF-10870,Art Ferguson,Consumer
47824,JE-5715,Joe Elijah,Consumer
7714,JP-15520,Jeremy Pistek,Consumer
27785,RB-19435,Richard Bierner,Consumer
7719,JP-15520,Jeremy Pistek,Consumer
23441,BW-11200,Ben Wallace,Consumer
46000,EH-4125,Eugene Hildebrand,Home Office
23442,BW-11200,Ben Wallace,Consumer
7715,JP-15520,Jeremy Pistek,Consumer
28771,SC-20770,Stewart Carmichael,Corporate
34521,ES-14080,Erin Smith,Corporate
34524,ES-14080,Erin Smith,Corporate
34522,ES-14080,Erin Smith,Corporate
34523,ES-14080,Erin Smith,Corporate
34520,ES-14080,Erin Smith,Corporate
34519,ES-14080,Erin Smith,Corporate
34525,ES-14080,Erin Smith,Corporate
1286,BT-11305,Beth Thompson,Home Office
16305,BD-11560,Brendan Dodson,Home Office
38573,JK-16120,Julie Kriz,Home Office
48211,TB-11520,Tracy Blumstein,Consumer
3072,VG-21805,Vivek Grady,Corporate
11474,MH-17290,Marc Harrigan,Home Office
42035,CD-2790,Cynthia Delaney,Home Office
18413,PR-18880,Patrick Ryan,Consumer
37798,LC-17050,Liz Carlisle,Consumer
38804,SH-20395,Shahid Hopkins,Consumer
23645,CA-12775,Cynthia Arntzen,Consumer
51119,MF-7665,Maureen Fritzler,Corporate
1210,DB-13405,Denny Blanton,Consumer
41373,DH-3075,Dave Hallsten,Corporate
11473,MH-17290,Marc Harrigan,Home Office
12648,BS-11365,Bill Shonely,Corporate
18848,HA-14920,Helen Andreada,Consumer
12647,BS-11365,Bill Shonely,Corporate
44542,NC-8625,Noah Childs,Corporate
35821,RD-19720,Roger Demir,Consumer
23644,CA-12775,Cynthia Arntzen,Consumer
38803,SH-20395,Shahid Hopkins,Consumer
11472,MH-17290,Marc Harrigan,Home Office
47196,FH-4350,Fred Harton,Consumer
2217,BS-11665,Brian Stugart,Consumer
23643,CA-12775,Cynthia Arntzen,Consumer
37524,PO-18850,Patrick O'Brill,Consumer
